Price,Beds,Baths,Area,Pets,Street,City,Region,Zip
"$1,700 ",1 bed,1 bath,640+ sqft,OK Pets,"2015 Homecrest Ave # 3B,                  ",Brooklyn,NY,11229
"$3,175 ",2 bed,1 bath,850+ sqft,OK Pets,"447 Meeker Ave,                  ",Brooklyn,NY,11222
"$2,895 ",2 bed,1 bath,800+ sqft,OK Pets,"1016 Carroll St,                  ",Brooklyn,NY,11225
"$2,700 ",5 bed,1 bath,"1,800+ sqft",NO,"15 Van Buren St # 2ND,                  ",Staten Island,NY,10301
"$3,400 ",1 bed,2 bath,680+ sqft,OK Pets,"1266 Pacific St,                  ",Brooklyn,NY,11216
"$5,350 ",3 bed,2 bath,"1,100+ sqft",OK Pets,"600 W 58th St Apt 5F,                  ",New York,NY,10019
"$2,800 ",2 bed,1 bath,"1,200+ sqft",NO,"02ocean Ave N,                  ",Arverne,NY,11692
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,800 ",2 bed,1 bath,"1,200+ sqft",NO,"02ocean Ave N,                  ",Arverne,NY,11692
"$3,299 ",2 bed,1 bath,850+ sqft,OK Pets,"371 5th Ave,                  ",Brooklyn,NY,11215
"$3,350 ",2 bed,1 bath,850+ sqft,OK Pets,"259 Evergreen Ave,                  ",Brooklyn,NY,11221
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$5,534 ",3 bed,2 bath,"1,100+ sqft",OK Pets,"600 W 58th St Apt 5K,                  ",New York,NY,10019
"$2,100 ",1 bed,1 bath,800+ sqft,OK Pets,"2785 Ocean Pkwy Apt 3E,                  ",Brooklyn,NY,11235
"$3,100 ",4 bed,2 bath,690+ sqft,OK Pets,"1078 Dekalb Ave,                  ",Brooklyn,NY,11221
"$8,900 ",2 bed,2 bath,700+ sqft,OK Pets,"1113 York Ave Apt 27B,                  ",New York,NY,10065
"$3,799 ",4 bed,2 bath,880+ sqft,OK Pets,"22 Weirfield St,                  ",Brooklyn,NY,11221
"$1,900 ",2 bed,1 bath,Data Not Found,NO,"1420 Herkimer St # 3,                  ",Brooklyn,NY,11233
"$21,000 ",3 bed,3 bath,"2,492+ sqft",OK Pets,"1085 Park Ave Apt 11B,                  ",New York,NY,10128
"$2,400 ",3 bed,1 bath,"1,000+ sqft",NO,"310 E 29th St Apt 3,                  ",Brooklyn,NY,11226
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$1,175 ",5 bed,2 bath,1+ sqft,NO,"222 Malcolm X Blvd,                  ",Brooklyn,NY,11221
"$2,400 ",3 bed,1 bath,"1,100+ sqft",OK Pets,"1032 Ralph Ave,                  ",Brooklyn,NY,11236
"$2,799 ",1 bed,1 bath,700+ sqft,OK Pets,"978 Metropolitan Ave,                  ",Brooklyn,NY,11211
"$2,795 ",3 bed,1 bath,"1,100+ sqft",OK Pets,"569 W 171st St,                  ",New York,NY,10032
"$2,000 ",2 bed,1 bath,"1,000+ sqft",OK Pets,"31 Clinton Ave,                  ",Staten Island,NY,10301
"$2,750 ",3 bed,1 bath,850+ sqft,OK Pets,"1925 Putnam Ave,                  ",Ridgewood,NY,11385
"$1,850 ",2 bed,2 bath,"1,500+ sqft",NO,"5 Wright Ave,                  ",Staten Island,NY,10303
"$4,500 ",3 bed,2 bath,800+ sqft,OK Pets,"561 4th Ave,                  ",Brooklyn,NY,11215
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$1,300 ",1 bed,1 bath,516+ sqft,NO,"12-17 Norton Drive 12-17 Norton Dr Fl 3,                  ",Far Rockaway,NY,11691
"$2,799 ",3 bed,1 bath,850+ sqft,OK Pets,"126 Malcolm X Blvd,                  ",Bedstuy,NY,11221
"$3,449 ",1 bed,1 bath,680+ sqft,OK Pets,"81 Clifton Pl,                  ",Brooklyn,NY,11238
"$2,900 ",3 bed,1 bath,850+ sqft,NO,"99 Vernon Ave,                  ",Bedstuy,NY,11206
"$6,167 ",2 bed,2 bath,"1,004+ sqft",OK Pets,"189 W 89th St Apt 7J,                  ",New York,NY,10024
"$3,257 ",2 bed,2 bath,800+ sqft,OK Pets,"228 Manhattan Ave,                  ",Brooklyn,NY,11206
"$3,499 ",1 bed,1 bath,700+ sqft,OK Pets,"185 S 4th St,                  ",Brooklyn,NY,11211
"$1,788 ",1 bed,1 bath,500+ sqft,OK Pets,"700 Ocean Ave,                  ",Brooklyn,NY,11226
"$2,899 ",1 bed,1 bath,800+ sqft,OK Pets,"577 Vanderbilt Ave,                  ",Brooklyn,NY,11238
"$2,339 ",1 bed,1 bath,680+ sqft,OK Pets,"17-34 Bleecker St,                  ",Ridgewood,NY,11385
"$6,950 ",2 bed,2 bath,"1,174+ sqft",OK Pets,"200 Rector Pl Apt 24E,                  ",New York,NY,10280
"$2,400 ",3 bed,1 bath,"1,200+ sqft",NO,"15 Van Buren St # 1ST,                  ",Staten Island,NY,10301
"$2,622 ",2 bed,2 bath,Data Not Found,OK Pets,"1543 E 19th St,                  ",Brooklyn,NY,11230
"$2,300 ",3 bed,1 bath,"1,596+ sqft",NO,"205 Oakland Ave Apt 2,                  ",Staten Island,NY,10310
"$1,550 ",1 bed,1 bath,750+ sqft,NO,"3376 Fenton Ave,                  ",Bronx,NY,10469
"$1,750 ",2 bed,1 bath,"1,000+ sqft",NO,"1 Edgar Ter # A,                  ",Staten Island,NY,10301
"$3,000 ",3 bed,1 bath,Data Not Found,OK Pets,"2099 Pacific St,                  ",Brooklyn,NY,11233
"$4,800 ",4 bed,2 bath,880+ sqft,OK Pets,"553 Grand St,                  ",Brooklyn,NY,11211
"$2,395 ",3 bed,2 bath,"1,000+ sqft",OK Pets,"109 E 93rd St,                  ",Brooklyn,NY,11212
"$2,395 ",3 bed,2 bath,990+ sqft,OK Pets,"990 Rutland Rd,                  ",Brooklyn,NY,11212
"$4,612 ",2 bed,2 bath,900+ sqft,OK Pets,"42-20 24th St Apt 21D,                  ",Queens,NY,11101
"$5,000 ",3 bed,2 bath,Data Not Found,OK Pets,"625 E 18th St,                  ",Brooklyn,NY,11226
"$2,100 ",2 bed,1 bath,"1,000+ sqft",NO,"83-43 118th St Apt 5B,                  ",Kew Gardens,NY,11415
"$3,300 ",3 bed,1 bath,"1,600+ sqft",NO,"75-24 168 St,                  ",Fresh Meadows,NY,11366
"$3,124 ",2 bed,2 bath,"1,000+ sqft",OK Pets,"224 Richmond Ter # 11C,                  ",Staten Island,NY,10301
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,923 ",0 bed,1 bath,750+ sqft,OK Pets,"1602 Madison Ave # Fee,                  ",New York,NY,10029
"$2,650 ",3 bed,1 bath,"1,800+ sqft",NO,"314 Wilson Ave,                  ",Staten Island,NY,10312
"$2,400 ",2 bed,1 bath,680+ sqft,OK Pets,"809 Park Pl,                  ",Brooklyn,NY,11216
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$1,850 ",1 bed,1 bath,950+ sqft,OK Cats,"9211 Shore Rd,                  ",Brooklyn,NY,11209
"$4,700 ",2 bed,2 bath,900+ sqft,OK Pets,"42-20 24th St Apt 38B,                  ",Queens,NY,11101
"$5,299 ",3 bed,2 bath,"1,100+ sqft",OK Pets,"600 W 58th St Apt 6D,                  ",New York,NY,10019
"$2,745 ",3 bed,1 bath,"1,100+ sqft",OK Pets,"145 Vermilyea Ave,                  ",New York,NY,10034
"$3,725 ",1 bed,1 bath,625+ sqft,OK Pets,"60 Water St Apt 320,                  ",Brooklyn,NY,11201
"$2,099 ",2 bed,1 bath,950+ sqft,OK Pets,"2117 Foster Ave Apt A1,                  ",Brooklyn,NY,11210
"$3,100 ",0 bed,1 bath,495+ sqft,NO,"330 E 33rd St,                  ",New York,NY,10016
"$1,950 ",1 bed,1 bath,600+ sqft,NO,"69-81 108th St,                  ",Forest Hills,NY,11375
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$1,990 ",2 bed,1 bath,600+ sqft,NO,"2441 Dean St Apt 1,                  ",Brooklyn,NY,11233
"$2,200 ",2 bed,1 bath,"1,100+ sqft",NO,"67-49 Clyde St # 2,                  ",Forest Hills,NY,11375
"$1,990 ",2 bed,1 bath,600+ sqft,NO,"2441 Dean St Apt 2,                  ",Brooklyn,NY,11233
"$1,990 ",2 bed,1 bath,600+ sqft,NO,"2441 Dean St # 4,                  ",Brooklyn,NY,11233
"$3,800 ",2 bed,2 bath,"1,100+ sqft",NO,"617 W 142nd St,                  ",New York,NY,10031
"$2,399 ",2 bed,1 bath,850+ sqft,OK Pets,"1471 Bushwick Ave,                  ",Brooklyn,NY,11207
"$3,950 ",4 bed,1 bath,"1,100+ sqft",OK Pets,"3620 Broadway # 57,                  ",New York,NY,10031
"$2,400 ",2 bed,1 bath,Data Not Found,OK Pets,"259 Linden St Apt 2L,                  ",Brooklyn,NY,11237
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,100 ",2 bed,2 bath,"5,000+ sqft",NO,"8117 168th St,                  ",Hillcrest,NY,11432
"$1,850 ",1 bed,1 bath,920+ sqft,NO,"1893 Pacific St # B,                  ",Brooklyn,NY,11233
"$2,000 ",2 bed,1 bath,700+ sqft,OK Cats,"79-08 147th St,                  ",Flushing,NY,11367
"$3,695 ",3 bed,2 bath,850+ sqft,OK Pets,"149 4th Ave,                  ",Brooklyn,NY,11217
"$2,200 ",2 bed,1 bath,850+ sqft,OK Cats,"551 Nostrand Ave,                  ",Bedstuy,NY,11216
"$2,900 ",2 bed,1 bath,"1,392+ sqft",OK Pets,"51-06 61st St,                  ",Woodside,NY,11377
"$2,800 ",1 bed,1 bath,750+ sqft,NO,"60-80 Myrtle Ave,                  ",Ridgewood,NY,11385
"$3,995 ",2 bed,2 bath,800+ sqft,OK Pets,"2-17 51st Ave Apt 203,                  ",Queens,NY,11101
"$2,100 ",2 bed,2 bath,"1,000+ sqft",NO,"155 Beach 120th St Apt 1A,                  ",Rockaway Park,NY,11694
"$2,415 ",2 bed,2 bath,900+ sqft,OK Pets,"455 Ocean Pkwy,                  ",Brooklyn,NY,11218
"$2,749 ",3 bed,2 bath,850+ sqft,OK Pets,"1399 Greene Ave,                  ",Brooklyn,NY,11237
$800 ,5 bed,2 bath,"1,200+ sqft",NO,"51 Chatham St,                  ",Staten Island,NY,10312
"$2,500 ",1 bed,1 bath,680+ sqft,OK Pets,"1072 Bergen St,                  ",Brooklyn,NY,11216
"$2,200 ",2 bed,1 bath,900+ sqft,OK Pets,"97-25 64th Rd,                  ",Rego Park,NY,11374
"$2,000 ",2 bed,1 bath,750+ sqft,NO,"1169 Bryant Ave,                  ",Bronx,NY,10459
"$2,300 ",3 bed,1 bath,"1,026+ sqft",NO,"23048 148th Ave # 2,                  ",Jamaica,NY,11413
"$2,150 ",2 bed,1 bath,"1,500+ sqft",NO,"31 Webster Ave,                  ",Staten Island,NY,10301
"$3,250 ",2 bed,2 bath,"1,750+ sqft",NO,"325 Hancock St # 1,                  ",Brooklyn,NY,11216
"$1,950 ",1 bed,1 bath,600+ sqft,OK Pets,"666 Hancock St,                  ",Brooklyn,NY,11233
"$3,050 ",2 bed,2 bath,Data Not Found,OK Pets,"625 E 18th St Apt 4B,                  ",Brooklyn,NY,11226
"$3,625 ",1 bed,1 bath,600+ sqft,OK Pets,"42-20 24th St Apt 10C,                  ",Queens,NY,11101
"$1,995 ",1 bed,1 bath,600+ sqft,OK Pets,"1402 Park Pl,                  ",Brooklyn,NY,11213
"$3,500 ",3 bed,1 bath,"1,400+ sqft",OK Pets,"153-45 78th Ave # 1ST,                  ",Flushing,NY,11367
"$7,250 ",2 bed,2 bath,950+ sqft,OK Pets,"20 River Ter # Fee,                  ",New York,NY,10282
"$3,886 ",1 bed,1 bath,750+ sqft,OK Pets,"1050 6th Ave # Fee,                  ",New York,NY,10018
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,200 ",2 bed,1 bath,"1,200+ sqft",OK Cats,"85-25 120th St,                  ",Kew Gardens,NY,11415
"$2,450 ",3 bed,1 bath,"1,100+ sqft",OK Pets,"74 DE Sales Pl Apt 2F,                  ",Brooklyn,NY,11207
"$2,100 ",2 bed,1 bath,900+ sqft,OK Pets,"1003 Morris Park Ave Apt 2A,                  ",Bronx,NY,10462
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,100 ",2 bed,1 bath,850+ sqft,NO,"137-52 70th Rd,                  ",Flushing,NY,11367
"$1,800 ",2 bed,1 bath,650+ sqft,NO,"37 Thomas S Boyland St # 2,                  ",Brooklyn,NY,11233
"$2,500 ",3 bed,3 bath,"1,000+ sqft",NO,"3425 Edson Ave,                  ",Bronx,NY,10469
"$2,975 ",2 bed,1 bath,900+ sqft,OK Pets,"531 E 78th St,                  ",New York,NY,10075
"$2,723 ",0 bed,1 bath,400+ sqft,OK Pets,"90 Washington St Apt 7Q,                  ",New York,NY,10006
"$1,675 ",1 bed,1 bath,700+ sqft,OK Pets,"436 New York Ave,                  ",Brooklyn,NY,11225
"$2,750 ",2 bed,1 bath,950+ sqft,NO,"30-15 33rd St Apt 3A,                  ",Astoria,NY,11102
"$2,000 ",2 bed,1 bath,Data Not Found,OK Pets,"153-18 73rd Ave,                  ",Flushing,NY,11367
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,495 ",3 bed,1 bath,800+ sqft,OK Pets,"1629 St Johns Beautiful 3bedroom Pl Apt In,                  ",Brooklyn,NY,11233
"$1,895 ",1 bed,1 bath,700+ sqft,NO,"123-60 83rd Ave,                  ",Kew Gardens,NY,11415
"$1,850 ",1 bed,1 bath,800+ sqft,NO,"83-57 118th St,                  ",Kew Gardens,NY,11415
"$2,700 ",3 bed,2 bath,Data Not Found,NO,"161-25 84th Rd Unit 1,                  ",Jamaica,NY,11432
"$1,725 ",1 bed,1 bath,700+ sqft,OK Cats,"85-31 120th St,                  ",Kew Gardens,NY,11415
"$2,650 ",1 bed,1 bath,Data Not Found,OK Pets,"462 Madison St Apt 4B,                  ",Brooklyn,NY,11221
"$2,400 ",1 bed,1 bath,600+ sqft,OK Pets,"277 Eastern Pkwy,                  ",Brooklyn,NY,11238
$860 ,2 bed,1 bath,100+ sqft,NO,"764 E 214th St Apt 3,                  ",Bronx,NY,10467
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$1,700 ",1 bed,1 bath,"1,000+ sqft",NO,"147-15 Northern Blvd # 2,                  ",Flushing,NY,11354
"$7,365 ",2 bed,2 bath,900+ sqft,OK Pets,"1214 5th Ave # 30641,                  ",New York,NY,10029
"$2,075 ",2 bed,1 bath,896+ sqft,NO,"1705 Purdy St Apt 7H,                  ",Bronx,NY,10462
"$1,750 ",1 bed,1 bath,700+ sqft,OK Pets,"141-35 85th Rd # 6K,                  ",Briarwood,NY,11435
"$4,925 ",1 bed,1 bath,500+ sqft,OK Pets,"1214 5th Ave # 30541,                  ",New York,NY,10029
"$3,242 ",1 bed,1 bath,400+ sqft,OK Pets,"42-20 24th St Apt 40E,                  ",Queens,NY,11101
"$3,095 ",1 bed,1 bath,750+ sqft,OK Pets,"521 E 5th St Apt 4C,                  ",New York,NY,10009
"$1,795 ",1 bed,1 bath,600+ sqft,OK Pets,"270 Clarkson Ave,                  ",Brooklyn,NY,11226
"$2,200 ",2 bed,1 bath,980+ sqft,OK Pets,"22410 Jamaica Ave # LBBY3,                  ",Queens,NY,11428
"$2,450 ",3 bed,2 bath,"1,200+ sqft",NO,"2885 Roberts Ave,                  ",Bronx,NY,10461
"$2,050 ",2 bed,1 bath,860+ sqft,OK Pets,"1226 Lincoln Pl,                  ",Crown Heights,NY,11213
"$1,950 ",1 bed,1 bath,700+ sqft,NO,"94-20 66th Ave,                  ",Rego Park,NY,11374
"$1,950 ",2 bed,1 bath,850+ sqft,NO,"171 66 46th Ave,                  ",Flushing,NY,11355
"$1,700 ",1 bed,1 bath,850+ sqft,OK Cats,"8702 Ridge Blvd,                  ",Brooklyn,NY,11209
"$3,800 ",1 bed,1 bath,770+ sqft,NO,"235 E 40th St,                  ",New York,NY,10016
"$2,700 ",3 bed,5 bath,800+ sqft,OK Pets,"677 Quincy St,                  ",Brooklyn,NY,11221
"$2,300 ",1 bed,1 bath,650+ sqft,OK Pets,"159 Willoughby Ave,                  ",Brooklyn,NY,11205
"$2,100 ",2 bed,1 bath,Data Not Found,NO,"161-25 84th Rd Unit 2,                  ",Jamaica,NY,11432
"$1,950 ",2 bed,1 bath,750+ sqft,NO,"85-01 87th St Apt 3,                  ",Woodhaven,NY,11421
"$3,570+",0 - 2 bed,1 - 2 bath,Data Not Found,NO,"255 W 94th St,                  ",New York,NY,10025
"$4,800+",2 bed,2 bath,Data Not Found,NO,"405 Main St,                  ",New York,NY,10044
"$4,190+",1 - 3 bed,1 - 2 bath,Data Not Found,NO,"1214 5th Ave,                  ",New York,NY,10029
"$2,700 ",3 bed,1 bath,800+ sqft,OK Pets,"446 Ocean Ave,                  ",Brooklyn,NY,11226
"$3,200 ",3 bed,1 bath,Data Not Found,OK Pets,"60-15 Myrtle Ave # F,                  ",Queens,NY,11385
"$1,800 ",2 bed,1 bath,829+ sqft,NO,"2059 St Raymond Ave,                  ",Bronx,NY,10462
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$1,775 ",2 bed,1 bath,650+ sqft,OK Pets,"504 E 183rd St,                  ",Bronx,NY,10458
"$1,800 ",2 bed,1 bath,829+ sqft,NO,"2059 St Raymond Ave,                  ",Bronx,NY,10462
"$1,500 ",1 bed,1 bath,620+ sqft,NO,"1558 Unionport Rd,                  ",Bronx,NY,10462
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$1,800 ",1 bed,1 bath,700+ sqft,OK Pets,"141 E 19th St,                  ",Brooklyn,NY,11226
$900 ,5 bed,2 bath,"1,200+ sqft",NO,"51 Chatham 2nd St Fl Room,                  ",Staten Island,NY,10312
"$2,200 ",2 bed,1 bath,800+ sqft,NO,"42-30 Forley St,                  ",Elmhurst,NY,11373
"$1,950 ",1 bed,1 bath,700+ sqft,NO,"40-35 Hampton St,                  ",Elmhurst,NY,11373
"$2,200 ",1 bed,1 bath,700+ sqft,OK Pets,"305 Cooper St,                  ",Brooklyn,NY,11237
"$1,675 ",0 bed,1 bath,550+ sqft,OK Pets,"111-20 76th Rd,                  ",Forest Hills,NY,11375
"$1,650 ",0 bed,1 bath,480+ sqft,OK Pets,"37-52 80th St # 1,                  ",Queens,NY,11372
"$1,599 ",1 bed,1 bath,700+ sqft,OK Pets,"2360 Pacific St,                  ",Brooklyn,NY,11233
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$1,500 ",0 bed,1 bath,400+ sqft,OK Cats,"80-08 135th St,                  ",Briarwood,NY,11435
"$2,600 ",3 bed,2 bath,"2,186+ sqft",NO,"49-09 67th St # 2FL,                  ",Woodside,NY,11377
"$2,999 ",3 bed,1 bath,700+ sqft,NO,"252 Skillman Ave,                  ",Brooklyn,NY,11211
"$3,499 ",2 bed,1 bath,800+ sqft,OK Cats,"72 S 1st St,                  ",Brooklyn,NY,11249
"$3,300 ",2 bed,1 bath,900+ sqft,NO,"212-17 42nd Ave Apt 1A,                  ",Bayside,NY,11361
"$35,000 ",3 bed,4 bath,"2,907+ sqft",OK Pets,"1085 Park Ave # #pha,                  ",New York,NY,10128
"$2,800 ",2 bed,1 bath,950+ sqft,NO,"207 E 120th St,                  ",New York,NY,10035
"$2,075 ",1 bed,1 bath,"1,100+ sqft",OK Pets,"65 Waverly Ave Apt 1,                  ",Brooklyn,NY,11205
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$1,910 ",0 bed,1 bath,450+ sqft,OK Pets,"531 E 78th St Apt 1B,                  ",New York,NY,10075
"$2,350 ",1 bed,1 bath,325+ sqft,OK Pets,"153 Avenue A,                  ",New York,NY,10009
"$3,150 ",3 bed,1 bath,800+ sqft,OK Pets,"170 New York Ave,                  ",Crown Heights,NY,11216
"$2,599 ",4 bed,1 bath,850+ sqft,OK Cats,"93 Eldert St,                  ",Brooklyn,NY,11207
"$2,650 ",3 bed,1 bath,800+ sqft,OK Pets,"1629 St Johns Pl # Fee,                  ",Brooklyn,NY,11233
"$4,695 ",2 bed,2 bath,950+ sqft,OK Pets,"529 E 6th St Apt 2B,                  ",New York,NY,10009
"$2,900 ",4 bed,1 bath,750+ sqft,OK Pets,"332 Hart St,                  ",Brooklyn,NY,11206
"$3,575 ",2 bed,2 bath,750+ sqft,OK Pets,"495 St Johns Pl,                  ",Brooklyn,NY,11238
"$1,800 ",2 bed,1 bath,"1,000+ sqft",NO,"316 St Johns Ave,                  ",Staten Island,NY,10305
"$1,400 ",0 bed,1 bath,500+ sqft,NO,"1370 Virginia Ave,                  ",Bronx,NY,10462
"$2,500 ",2 bed,1 bath,850+ sqft,NO,"30-90 33rd St Apt 2FF,                  ",Astoria,NY,11102
"$25,000 ",3 bed,4 bath,"3,500+ sqft",NO,"985 5th Ave # B,                  ",New York,NY,10075
"$3,450 ",3 bed,1 bath,800+ sqft,OK Pets,"410 Eastern Pkwy,                  ",Brooklyn,NY,11225
"$3,158 ",1 bed,1 bath,600+ sqft,OK Pets,"42-20 24th St Apt 40A,                  ",Queens,NY,11101
"$1,950 ",1 bed,1 bath,750+ sqft,OK Pets,"76-66 Austin St # 1,                  ",Forest Hills,NY,11375
"$1,500 ",1 bed,1 bath,650+ sqft,NO,"103-25 121st St,                  ",Richmond Hill,NY,11419
"$1,750 ",0 bed,1 bath,500+ sqft,NO,"135-20 82nd Ave,                  ",Briarwood,NY,11435
"$2,095 ",2 bed,1 bath,850+ sqft,OK Pets,"570 W 189th St Apt 2B,                  ",New York,NY,10040
"$2,600 ",2 bed,1 bath,700+ sqft,OK Cats,"108 Seigel St Apt 5,                  ",Brooklyn,NY,11206
"$2,095 ",2 bed,1 bath,850+ sqft,OK Pets,"601 W 188th St,                  ",New York,NY,10040
"$1,999 ",1 bed,1 bath,700+ sqft,OK Pets,"281 Crown St,                  ",Crown Heights,NY,11225
"$1,950 ",1 bed,1 bath,700+ sqft,OK Pets,"142-02 84th Dr,                  ",Jamaica,NY,11435
"$2,950 ",4 bed,1 bath,"1,150+ sqft",NO,"85-01 87th St Apt 2,                  ",Woodhaven,NY,11421
"$1,900 ",2 bed,1 bath,900+ sqft,NO,"914 Pine St,                  ",Brooklyn,NY,11208
"$4,594 ",2 bed,1 bath,800+ sqft,OK Pets,"50 N 5th St # 4RE,                  ",Nyc,NY,11249
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$4,395 ",2 bed,1 bath,750+ sqft,OK Pets,"635 E 6th St Apt 1E,                  ",New York,NY,10009
"$1,625 ",1 bed,1 bath,600+ sqft,OK Cats,"83-09 Brevoort St,                  ",Kew Gardens,NY,11415
"$1,625 ",1 bed,1 bath,600+ sqft,NO,"82-83 Brevoort St,                  ",Kew Gardens,NY,11415
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,695 ",2 bed,1 bath,800+ sqft,NO,"30-90 33rd Ff St Apt 2,                  ",Astoria,NY,11102
"$2,000 ",2 bed,1 bath,800+ sqft,NO,"36-41 169th St Apt 3E,                  ",Flushing,NY,11358
"$1,825 ",1 bed,1 bath,750+ sqft,NO,"9324 Queens Blvd,                  ",Rego Park,NY,11374
"$1,754 ",0 bed,1 bath,500+ sqft,OK Pets,"800 St Marks Ave # C3J,                  ",Brooklyn,NY,11213
